location_id,country,state_union_territory,district,city_category
1087,India,Tamil Nadu,Ariyalur,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1088,India,Tamil Nadu,Ariyalur,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1089,India,Tamil Nadu,Ariyalur,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1090,India,Tamil Nadu,Chengalpattu,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1091,India,Tamil Nadu,Chengalpattu,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1092,India,Tamil Nadu,Chengalpattu,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1093,India,Tamil Nadu,Chennai,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1094,India,Tamil Nadu,Chennai,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1095,India,Tamil Nadu,Chennai,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1096,India,Tamil Nadu,Coimbatore,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1097,India,Tamil Nadu,Coimbatore,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1098,India,Tamil Nadu,Coimbatore,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1099,India,Tamil Nadu,Cuddalore,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1100,India,Tamil Nadu,Cuddalore,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1101,India,Tamil Nadu,Cuddalore,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1102,India,Tamil Nadu,Dharmapuri,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1103,India,Tamil Nadu,Dharmapuri,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1104,India,Tamil Nadu,Dharmapuri,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1105,India,Tamil Nadu,Dindigul,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1106,India,Tamil Nadu,Dindigul,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1107,India,Tamil Nadu,Dindigul,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1108,India,Tamil Nadu,Erode,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1109,India,Tamil Nadu,Erode,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1110,India,Tamil Nadu,Erode,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1111,India,Tamil Nadu,Kallakurichi,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1112,India,Tamil Nadu,Kallakurichi,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1113,India,Tamil Nadu,Kallakurichi,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1114,India,Tamil Nadu,Kancheepuram,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1115,India,Tamil Nadu,Kancheepuram,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1116,India,Tamil Nadu,Kancheepuram,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1117,India,Tamil Nadu,Kanniyakumari,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1118,India,Tamil Nadu,Kanniyakumari,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1119,India,Tamil Nadu,Kanniyakumari,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1120,India,Tamil Nadu,Karur,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1121,India,Tamil Nadu,Karur,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1122,India,Tamil Nadu,Karur,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1123,India,Tamil Nadu,Krishnagiri,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1124,India,Tamil Nadu,Krishnagiri,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1125,India,Tamil Nadu,Krishnagiri,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1126,India,Tamil Nadu,Madurai,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1127,India,Tamil Nadu,Madurai,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1128,India,Tamil Nadu,Madurai,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1129,India,Tamil Nadu,Mayiladuthurai,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1130,India,Tamil Nadu,Mayiladuthurai,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1131,India,Tamil Nadu,Mayiladuthurai,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1132,India,Tamil Nadu,Nagapattinam,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1133,India,Tamil Nadu,Nagapattinam,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1134,India,Tamil Nadu,Nagapattinam,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1135,India,Tamil Nadu,Namakkal,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1136,India,Tamil Nadu,Namakkal,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1137,India,Tamil Nadu,Namakkal,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1138,India,Tamil Nadu,Perambalur,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1139,India,Tamil Nadu,Perambalur,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1140,India,Tamil Nadu,Perambalur,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1141,India,Tamil Nadu,Pudukkottai,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1142,India,Tamil Nadu,Pudukkottai,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1143,India,Tamil Nadu,Pudukkottai,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1144,India,Tamil Nadu,Ramanathapuram,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1145,India,Tamil Nadu,Ramanathapuram,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1146,India,Tamil Nadu,Ramanathapuram,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1147,India,Tamil Nadu,Ranipet,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1148,India,Tamil Nadu,Ranipet,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1149,India,Tamil Nadu,Ranipet,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1150,India,Tamil Nadu,Salem,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1151,India,Tamil Nadu,Salem,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1152,India,Tamil Nadu,Salem,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1153,India,Tamil Nadu,Sivaganga,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1154,India,Tamil Nadu,Sivaganga,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1155,India,Tamil Nadu,Sivaganga,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1156,India,Tamil Nadu,Tenkasi,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1157,India,Tamil Nadu,Tenkasi,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1158,India,Tamil Nadu,Tenkasi,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1159,India,Tamil Nadu,Thanjavur,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1160,India,Tamil Nadu,Thanjavur,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1161,India,Tamil Nadu,Thanjavur,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1162,India,Tamil Nadu,Nilgiris,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1163,India,Tamil Nadu,Nilgiris,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1164,India,Tamil Nadu,Nilgiris,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1165,India,Tamil Nadu,Theni,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1166,India,Tamil Nadu,Theni,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1167,India,Tamil Nadu,Theni,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1168,India,Tamil Nadu,Tiruvallur,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1169,India,Tamil Nadu,Tiruvallur,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1170,India,Tamil Nadu,Tiruvallur,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1171,India,Tamil Nadu,Thiruvarur,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1172,India,Tamil Nadu,Thiruvarur,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1173,India,Tamil Nadu,Thiruvarur,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1174,India,Tamil Nadu,Thoothukkudi,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1175,India,Tamil Nadu,Thoothukkudi,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1176,India,Tamil Nadu,Thoothukkudi,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1177,India,Tamil Nadu,Tiruchirappalli,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1178,India,Tamil Nadu,Tiruchirappalli,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1179,India,Tamil Nadu,Tiruchirappalli,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1180,India,Tamil Nadu,Tirunelveli,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1181,India,Tamil Nadu,Tirunelveli,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1182,India,Tamil Nadu,Tirunelveli,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1183,India,Tamil Nadu,Tirupathur,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1184,India,Tamil Nadu,Tirupathur,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1185,India,Tamil Nadu,Tirupathur,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1186,India,Tamil Nadu,Tiruppur,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1187,India,Tamil Nadu,Tiruppur,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1188,India,Tamil Nadu,Tiruppur,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1189,India,Tamil Nadu,Tiruvannamalai,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1190,India,Tamil Nadu,Tiruvannamalai,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1191,India,Tamil Nadu,Tiruvannamalai,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1192,India,Tamil Nadu,Vellore,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1193,India,Tamil Nadu,Vellore,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1194,India,Tamil Nadu,Vellore,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1195,India,Tamil Nadu,Viluppuram,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1196,India,Tamil Nadu,Viluppuram,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1197,India,Tamil Nadu,Viluppuram,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1198,India,Tamil Nadu,Virudhunagar,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1199,India,Tamil Nadu,Virudhunagar,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1200,India,Tamil Nadu,Virudhunagar,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1201,India,Tripura,Dhalai,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1202,India,Tripura,Dhalai,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1203,India,Tripura,Dhalai,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1204,India,Tripura,Gomati,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1205,India,Tripura,Gomati,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1206,India,Tripura,Gomati,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1207,India,Tripura,Khowai,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1208,India,Tripura,Khowai,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1209,India,Tripura,Khowai,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1210,India,Tripura,North Tripura,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1211,India,Tripura,North Tripura,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1212,India,Tripura,North Tripura,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1213,India,Tripura,Sepahijala,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1214,India,Tripura,Sepahijala,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1215,India,Tripura,Sepahijala,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1216,India,Tripura,South Tripura,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1217,India,Tripura,South Tripura,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1218,India,Tripura,South Tripura,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1219,India,Tripura,Unakoti,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1220,India,Tripura,Unakoti,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1221,India,Tripura,Unakoti,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1222,India,Tripura,West Tripura,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1223,India,Tripura,West Tripura,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1224,India,Tripura,West Tripura,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1225,India,Uttarakhand,Almora,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1226,India,Uttarakhand,Almora,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1227,India,Uttarakhand,Almora,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1228,India,Uttarakhand,Bageshwar,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1229,India,Uttarakhand,Bageshwar,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1230,India,Uttarakhand,Bageshwar,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1231,India,Uttarakhand,Chamoli,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1232,India,Uttarakhand,Chamoli,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1233,India,Uttarakhand,Chamoli,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1234,India,Uttarakhand,Champawat,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1235,India,Uttarakhand,Champawat,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1236,India,Uttarakhand,Champawat,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1237,India,Uttarakhand,Dehradun,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1238,India,Uttarakhand,Dehradun,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1239,India,Uttarakhand,Dehradun,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1240,India,Uttarakhand,Haridwar,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1241,India,Uttarakhand,Haridwar,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1242,India,Uttarakhand,Haridwar,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1243,India,Uttarakhand,Nainital,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1244,India,Uttarakhand,Nainital,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1245,India,Uttarakhand,Nainital,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1246,India,Uttarakhand,Pauri Garhwal,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1247,India,Uttarakhand,Pauri Garhwal,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1248,India,Uttarakhand,Pauri Garhwal,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1249,India,Uttarakhand,Pithoragarh,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1250,India,Uttarakhand,Pithoragarh,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1251,India,Uttarakhand,Pithoragarh,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1252,India,Uttarakhand,Rudraprayag,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1253,India,Uttarakhand,Rudraprayag,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1254,India,Uttarakhand,Rudraprayag,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1255,India,Uttarakhand,Tehri ,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1256,India,Uttarakhand,Tehri ,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1257,India,Uttarakhand,Tehri ,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1258,India,Uttarakhand,Udham Singh Nagar,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1259,India,Uttarakhand,Udham Singh Nagar,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1260,India,Uttarakhand,Udham Singh Nagar,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1261,India,Uttarakhand,Uttarkashi,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1262,India,Uttarakhand,Uttarkashi,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1263,India,Uttarakhand,Uttarkashi,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1264,India,Dadra and Nagar Haveli and Daman and Diu,Dadra And Nagar Haveli,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1265,India,Dadra and Nagar Haveli and Daman and Diu,Dadra And Nagar Haveli,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1266,India,Dadra and Nagar Haveli and Daman and Diu,Dadra And Nagar Haveli,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1267,India,Dadra and Nagar Haveli and Daman and Diu,Daman,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1268,India,Dadra and Nagar Haveli and Daman and Diu,Daman,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1269,India,Dadra and Nagar Haveli and Daman and Diu,Daman,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1270,India,Dadra and Nagar Haveli and Daman and Diu,Diu,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1271,India,Dadra and Nagar Haveli and Daman and Diu,Diu,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1272,India,Dadra and Nagar Haveli and Daman and Diu,Diu,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1273,India,Goa,North Goa,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1274,India,Goa,North Goa,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1275,India,Goa,North Goa,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1276,India,Goa,South Goa,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1277,India,Goa,South Goa,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1278,India,Goa,South Goa,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1279,India,Haryana,Ambala,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1280,India,Haryana,Ambala,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1281,India,Haryana,Ambala,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1282,India,Haryana,Bhiwani,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1283,India,Haryana,Bhiwani,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1284,India,Haryana,Bhiwani,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1285,India,Haryana,Charkhi Dadri,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1286,India,Haryana,Charkhi Dadri,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1287,India,Haryana,Charkhi Dadri,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1288,India,Haryana,Faridabad,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1289,India,Haryana,Faridabad,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1290,India,Haryana,Faridabad,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1291,India,Haryana,Fatehabad,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1292,India,Haryana,Fatehabad,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
1293,India,Haryana,Fatehabad,"Towns and Rural Villages (Not Cities, typically less than 5-10 lac population)"
1294,India,Haryana,Gurugram,"Tier 1 City (Mumbai, Delhi, and similar cities)"
1295,India,Haryana,Gurugram,"Tier 2 and Tier 3 Cities (Guntur, Patna, Chandigarh, Kanpur, Srinagar, Bhopal, Thrissur, Kolhapur, Dehradun and other small cities)"
